n,positives,negatives,tp,tn,fp,fn,sensitivity,specificity,balanced_accuracy,MCC,accuracy,positive_predictive_value,negative_predictive_value,replicate
34,9,25,9,4,21,0,1.0,0.16,0.58,0.21908902300206645,0.38235294117647056,0.3,1.0,3776
26,13,13,12,0,13,1,0.9230769230769231,0.0,0.46153846153846156,-0.2,0.46153846153846156,0.48,0.0,3777
37,8,29,6,4,25,2,0.75,0.13793103448275862,0.44396551724137934,-0.1251621121570517,0.2702702702702703,0.1935483870967742,0.6666666666666666,3778
38,10,28,10,2,26,0,1.0,0.07142857142857142,0.5357142857142857,0.14085904245475275,0.3157894736842105,0.2777777777777778,1.0,3779
19,11,8,9,0,8,2,0.8181818181818182,0.0,0.4090909090909091,-0.29250896965085227,0.47368421052631576,0.5294117647058824,0.0,3780
35,7,28,6,0,28,1,0.8571428571428571,0.0,0.42857142857142855,-0.3429971702850177,0.17142857142857143,0.17647058823529413,0.0,3781
36,9,27,7,4,23,2,0.7777777777777778,0.14814814814814814,0.46296296296296297,-0.08606629658238704,0.3055555555555556,0.23333333333333334,0.6666666666666666,3782
35,10,25,10,0,25,0,1.0,0.0,0.5,,0.2857142857142857,0.2857142857142857,,3783
34,7,27,7,4,23,0,1.0,0.14814814814814814,0.5740740740740741,0.18592445034090568,0.3235294117647059,0.23333333333333334,1.0,3784
38,11,27,10,4,23,1,0.9090909090909091,0.14814814814814814,0.5286195286195285,0.07679425377272006,0.3684210526315789,0.30303030303030304,0.8,3785
42,12,30,12,8,22,0,1.0,0.26666666666666666,0.6333333333333333,0.3067859955389482,0.47619047619047616,0.35294117647058826,1.0,3786
32,8,24,7,2,22,1,0.875,0.08333333333333333,0.4791666666666667,-0.061898446059017294,0.28125,0.2413793103448276,0.6666666666666666,3787
24,9,15,8,0,15,1,0.8888888888888888,0.0,0.4444444444444444,-0.26919095102908275,0.3333333333333333,0.34782608695652173,0.0,3788
43,7,36,6,4,32,1,0.8571428571428571,0.1111111111111111,0.4841269841269841,-0.036560566473805456,0.23255813953488372,0.15789473684210525,0.8,3789
32,9,23,7,0,23,2,0.7777777777777778,0.0,0.3888888888888889,-0.4127594582445936,0.21875,0.23333333333333334,0.0,3790
31,8,23,6,4,19,2,0.75,0.17391304347826086,0.46195652173913043,-0.08427009716003844,0.3225806451612903,0.24,0.6666666666666666,3791
44,9,35,9,8,27,0,1.0,0.22857142857142856,0.6142857142857143,0.23904572186687875,0.38636363636363635,0.25,1.0,3792
30,10,20,10,2,18,0,1.0,0.1,0.55,0.18898223650461363,0.4,0.35714285714285715,1.0,3793
28,10,18,9,2,16,1,0.9,0.1111111111111111,0.5055555555555555,0.01721325931647741,0.39285714285714285,0.36,0.6666666666666666,3794
29,10,19,10,0,19,0,1.0,0.0,0.5,,0.3448275862068966,0.3448275862068966,,3795
35,8,27,5,6,21,3,0.625,0.2222222222222222,0.4236111111111111,-0.14678414098799655,0.3142857142857143,0.19230769230769232,0.6666666666666666,3796
30,5,25,3,4,21,2,0.6,0.16,0.38,-0.223606797749979,0.23333333333333334,0.125,0.6666666666666666,3797
21,9,12,8,0,12,1,0.8888888888888888,0.0,0.4444444444444444,-0.25819888974716115,0.38095238095238093,0.4,0.0,3798
21,8,13,7,0,13,1,0.875,0.0,0.4375,-0.2850438562747845,0.3333333333333333,0.35,0.0,3799
46,11,35,10,6,29,1,0.9090909090909091,0.17142857142857143,0.5402597402597402,0.09562027878366745,0.34782608695652173,0.2564102564102564,0.8571428571428571,3800
34,12,22,10,0,22,2,0.8333333333333334,0.0,0.4166666666666667,-0.338501600193165,0.29411764705882354,0.3125,0.0,3801
37,9,28,8,2,26,1,0.8888888888888888,0.07142857142857142,0.4801587301587301,-0.06237343238042665,0.2702702702702703,0.23529411764705882,0.6666666666666666,3802
14,9,5,8,0,5,1,0.8888888888888888,0.0,0.4444444444444444,-0.20672455764868078,0.5714285714285714,0.6153846153846154,0.0,3803
28,10,18,10,0,18,0,1.0,0.0,0.5,,0.35714285714285715,0.35714285714285715,,3804
38,10,28,10,2,26,0,1.0,0.07142857142857142,0.5357142857142857,0.14085904245475275,0.3157894736842105,0.2777777777777778,1.0,3805
34,11,23,9,0,23,2,0.8181818181818182,0.0,0.4090909090909091,-0.3614994027406106,0.2647058823529412,0.28125,0.0,3806
33,8,25,7,4,21,1,0.875,0.16,0.5175,0.04183300132670378,0.3333333333333333,0.25,0.8,3807
42,10,32,10,6,26,0,1.0,0.1875,0.59375,0.22821773229381923,0.38095238095238093,0.2777777777777778,1.0,3808
42,9,33,8,4,29,1,0.8888888888888888,0.12121212121212122,0.505050505050505,0.012798443803844426,0.2857142857142857,0.21621621621621623,0.8,3809
29,9,20,8,0,20,1,0.8888888888888888,0.0,0.4444444444444444,-0.2817180849095055,0.27586206896551724,0.2857142857142857,0.0,3810
19,8,11,7,0,11,1,0.875,0.0,0.4375,-0.2763853991962833,0.3684210526315789,0.3888888888888889,0.0,3811
20,8,12,8,0,12,0,1.0,0.0,0.5,,0.4,0.4,,3812
40,7,33,7,0,33,0,1.0,0.0,0.5,,0.175,0.175,,3813
30,9,21,8,0,21,1,0.8888888888888888,0.0,0.4444444444444444,-0.28365431446558775,0.26666666666666666,0.27586206896551724,0.0,3814
19,7,12,7,2,10,0,1.0,0.16666666666666666,0.5833333333333334,0.2619684159977919,0.47368421052631576,0.4117647058823529,1.0,3815
21,12,9,11,0,9,1,0.9166666666666666,0.0,0.4583333333333333,-0.19364916731037085,0.5238095238095238,0.55,0.0,3816
32,10,22,8,2,20,2,0.8,0.09090909090909091,0.4454545454545455,-0.15289415743128767,0.3125,0.2857142857142857,0.5,3817
20,9,11,9,2,9,0,1.0,0.18181818181818182,0.5909090909090909,0.30151134457776363,0.55,0.5,1.0,3818
37,11,26,9,2,24,2,0.8181818181818182,0.07692307692307693,0.4475524475524476,-0.15440141374699032,0.2972972972972973,0.2727272727272727,0.5,3819
37,8,29,8,4,25,0,1.0,0.13793103448275862,0.5689655172413793,0.18286012835299778,0.32432432432432434,0.24242424242424243,1.0,3820
17,10,7,10,0,7,0,1.0,0.0,0.5,,0.5882352941176471,0.5882352941176471,,3821
28,8,20,7,2,18,1,0.875,0.1,0.4875,-0.03651483716701107,0.32142857142857145,0.28,0.6666666666666666,3822
32,10,22,8,2,20,2,0.8,0.09090909090909091,0.4454545454545455,-0.15289415743128767,0.3125,0.2857142857142857,0.5,3823
22,9,13,7,2,11,2,0.7777777777777778,0.15384615384615385,0.4658119658119658,-0.0871627267280818,0.4090909090909091,0.3888888888888889,0.5,3824
23,11,12,10,0,12,1,0.9090909090909091,0.0,0.45454545454545453,-0.22268088570756164,0.43478260869565216,0.45454545454545453,0.0,3825
37,9,28,8,4,24,1,0.8888888888888888,0.14285714285714285,0.5158730158730158,0.03984095364447979,0.32432432432432434,0.25,0.8,3826
40,8,32,7,4,28,1,0.875,0.125,0.5,0.0,0.275,0.2,0.8,3827
26,12,14,11,0,14,1,0.9166666666666666,0.0,0.4583333333333333,-0.2160246899469287,0.4230769230769231,0.44,0.0,3828
24,10,14,9,0,14,1,0.9,0.0,0.45,-0.24671758189758447,0.375,0.391304347826087,0.0,3829
32,10,22,8,2,20,2,0.8,0.09090909090909091,0.4454545454545455,-0.15289415743128767,0.3125,0.2857142857142857,0.5,3830
26,9,17,9,4,13,0,1.0,0.23529411764705882,0.6176470588235294,0.3102526139970115,0.5,0.4090909090909091,1.0,3831
39,7,32,7,4,28,0,1.0,0.125,0.5625,0.15811388300841897,0.28205128205128205,0.2,1.0,3832
32,8,24,7,2,22,1,0.875,0.08333333333333333,0.4791666666666667,-0.061898446059017294,0.28125,0.2413793103448276,0.6666666666666666,3833
15,8,7,5,0,7,3,0.625,0.0,0.3125,-0.46770717334674267,0.3333333333333333,0.4166666666666667,0.0,3834
36,10,26,10,2,24,0,1.0,0.07692307692307693,0.5384615384615384,0.1504142093990467,0.3333333333333333,0.29411764705882354,1.0,3835
31,8,23,8,2,21,0,1.0,0.08695652173913043,0.5434782608695652,0.15488061853247326,0.3225806451612903,0.27586206896551724,1.0,3836
33,8,25,8,2,23,0,1.0,0.08,0.54,0.14368424162141993,0.30303030303030304,0.25806451612903225,1.0,3837
33,11,22,10,0,22,1,0.9090909090909091,0.0,0.45454545454545453,-0.25,0.30303030303030304,0.3125,0.0,3838
32,12,20,12,4,16,0,1.0,0.2,0.6,0.29277002188455997,0.5,0.42857142857142855,1.0,3839
37,10,27,8,2,25,2,0.8,0.07407407407407407,0.43703703703703706,-0.180098489079723,0.2702702702702703,0.24242424242424243,0.5,3840
35,9,26,6,2,24,3,0.6666666666666666,0.07692307692307693,0.3717948717948718,-0.32025630761017426,0.22857142857142856,0.2,0.4,3841
28,10,18,10,2,16,0,1.0,0.1111111111111111,0.5555555555555556,0.20672455764868078,0.42857142857142855,0.38461538461538464,1.0,3842
25,8,17,7,0,17,1,0.875,0.0,0.4375,-0.2975595178559521,0.28,0.2916666666666667,0.0,3843
30,7,23,7,4,19,0,1.0,0.17391304347826086,0.5869565217391304,0.2163856337073152,0.36666666666666664,0.2692307692307692,1.0,3844
19,7,12,5,2,10,2,0.7142857142857143,0.16666666666666666,0.44047619047619047,-0.14085904245475275,0.3684210526315789,0.3333333333333333,0.5,3845
50,7,43,7,8,35,0,1.0,0.18604651162790697,0.5930232558139534,0.17609018126512477,0.3,0.16666666666666666,1.0,3846
34,11,23,9,4,19,2,0.8181818181818182,0.17391304347826086,0.49604743083003955,-0.00970096849602985,0.38235294117647056,0.32142857142857145,0.6666666666666666,3847
30,8,22,8,2,20,0,1.0,0.09090909090909091,0.5454545454545454,0.16116459280507606,0.3333333333333333,0.2857142857142857,1.0,3848
32,12,20,11,2,18,1,0.9166666666666666,0.1,0.5083333333333333,0.027681826617913324,0.40625,0.3793103448275862,0.6666666666666666,3849
13,10,3,10,0,3,0,1.0,0.0,0.5,,0.7692307692307693,0.7692307692307693,,3850
34,7,27,7,2,25,0,1.0,0.07407407407407407,0.537037037037037,0.1272937693043289,0.2647058823529412,0.21875,1.0,3851
20,8,12,7,2,10,1,0.875,0.16666666666666666,0.5208333333333334,0.05716619504750295,0.45,0.4117647058823529,0.6666666666666666,3852
33,8,25,7,2,23,1,0.875,0.08,0.4775,-0.0670820393249937,0.2727272727272727,0.23333333333333334,0.6666666666666666,3853
13,8,5,6,0,5,2,0.75,0.0,0.375,-0.337099931231621,0.46153846153846156,0.5454545454545454,0.0,3854
38,12,26,11,2,24,1,0.9166666666666666,0.07692307692307693,0.4967948717948718,-0.0110498924021966,0.34210526315789475,0.3142857142857143,0.6666666666666666,3855
30,10,20,8,0,20,2,0.8,0.0,0.4,-0.37796447300922725,0.26666666666666666,0.2857142857142857,0.0,3856
26,11,15,9,2,13,2,0.8181818181818182,0.13333333333333333,0.47575757575757577,-0.06639061303092922,0.4230769230769231,0.4090909090909091,0.5,3857
36,9,27,9,4,23,0,1.0,0.14814814814814814,0.5740740740740741,0.2041241452319315,0.3611111111111111,0.28125,1.0,3858
32,7,25,7,2,23,0,1.0,0.08,0.54,0.13662601021279464,0.28125,0.23333333333333334,1.0,3859
40,8,32,7,6,26,1,0.875,0.1875,0.53125,0.0657951694959769,0.325,0.21212121212121213,0.8571428571428571,3860
48,11,37,10,2,35,1,0.9090909090909091,0.05405405405405406,0.48157248157248156,-0.06399221901922214,0.25,0.2222222222222222,0.6666666666666666,3861
13,7,6,6,0,6,1,0.8571428571428571,0.0,0.42857142857142855,-0.2672612419124244,0.46153846153846156,0.5,0.0,3862
37,9,28,9,4,24,0,1.0,0.14285714285714285,0.5714285714285714,0.1973855084879307,0.35135135135135137,0.2727272727272727,1.0,3863
32,11,21,11,4,17,0,1.0,0.19047619047619047,0.5952380952380952,0.2735506022160966,0.46875,0.39285714285714285,1.0,3864
30,7,23,7,4,19,0,1.0,0.17391304347826086,0.5869565217391304,0.2163856337073152,0.36666666666666664,0.2692307692307692,1.0,3865
25,10,15,8,0,15,2,0.8,0.0,0.4,-0.36115755925730764,0.32,0.34782608695652173,0.0,3866
20,10,10,5,0,10,5,0.5,0.0,0.25,-0.5773502691896257,0.25,0.3333333333333333,0.0,3867
19,8,11,6,0,11,2,0.75,0.0,0.375,-0.40219983326992187,0.3157894736842105,0.35294117647058826,0.0,3868
32,7,25,6,2,23,1,0.8571428571428571,0.08,0.4685714285714285,-0.08914849883204186,0.25,0.20689655172413793,0.6666666666666666,3869
27,9,18,8,2,16,1,0.8888888888888888,0.1111111111111111,0.5,0.0,0.37037037037037035,0.3333333333333333,0.6666666666666666,3870
27,10,17,9,0,17,1,0.9,0.0,0.45,-0.2557041559783794,0.3333333333333333,0.34615384615384615,0.0,3871
38,9,29,7,4,25,2,0.7777777777777778,0.13793103448275862,0.4578544061302682,-0.0982769823601312,0.2894736842105263,0.21875,0.6666666666666666,3872
18,9,9,7,0,9,2,0.7777777777777778,0.0,0.3888888888888889,-0.3535533905932738,0.3888888888888889,0.4375,0.0,3873
22,10,12,9,0,12,1,0.9,0.0,0.45,-0.23904572186687875,0.4090909090909091,0.42857142857142855,0.0,3874
32,9,23,8,4,19,1,0.8888888888888888,0.17391304347826086,0.5314009661835748,0.07776627474173502,0.375,0.2962962962962963,0.8,3875
25,9,16,7,0,16,2,0.7777777777777778,0.0,0.3888888888888889,-0.3931785497463924,0.28,0.30434782608695654,0.0,3876
20,7,13,6,2,11,1,0.8571428571428571,0.15384615384615385,0.5054945054945055,0.014678923792502562,0.4,0.35294117647058826,0.6666666666666666,3877
14,10,4,9,0,4,1,0.9,0.0,0.45,-0.17541160386140586,0.6428571428571429,0.6923076923076923,0.0,3878
25,7,18,7,0,18,0,1.0,0.0,0.5,,0.28,0.28,,3879
20,11,9,11,0,9,0,1.0,0.0,0.5,,0.55,0.55,,3880
26,7,19,7,0,19,0,1.0,0.0,0.5,,0.2692307692307692,0.2692307692307692,,3881
21,12,9,12,2,7,0,1.0,0.2222222222222222,0.6111111111111112,0.37463432463267765,0.6666666666666666,0.631578947368421,1.0,3882
33,8,25,8,2,23,0,1.0,0.08,0.54,0.14368424162141993,0.30303030303030304,0.25806451612903225,1.0,3883
29,8,21,3,2,19,5,0.375,0.09523809523809523,0.23511904761904762,-0.5533182635734681,0.1724137931034483,0.13636363636363635,0.2857142857142857,3884
28,6,22,4,0,22,2,0.6666666666666666,0.0,0.3333333333333333,-0.5310850045437943,0.14285714285714285,0.15384615384615385,0.0,3885
33,10,23,9,2,21,1,0.9,0.08695652173913043,0.49347826086956526,-0.020851441405707476,0.3333333333333333,0.3,0.6666666666666666,3886
39,9,30,9,2,28,0,1.0,0.06666666666666667,0.5333333333333333,0.12734290799340264,0.28205128205128205,0.24324324324324326,1.0,3887
40,9,31,8,4,27,1,0.8888888888888888,0.12903225806451613,0.5089605734767024,0.022628141110071023,0.3,0.22857142857142856,0.8,3888
40,10,30,8,4,26,2,0.8,0.13333333333333333,0.4666666666666667,-0.08084520834544433,0.3,0.23529411764705882,0.6666666666666666,3889
28,11,17,8,0,17,3,0.7272727272727273,0.0,0.36363636363636365,-0.43064433753916403,0.2857142857142857,0.32,0.0,3890
26,9,17,8,0,17,1,0.8888888888888888,0.0,0.4444444444444444,-0.2748737083745107,0.3076923076923077,0.32,0.0,3891
33,8,25,8,0,25,0,1.0,0.0,0.5,,0.24242424242424243,0.24242424242424243,,3892
34,11,23,10,2,21,1,0.9090909090909091,0.08695652173913043,0.4980237154150198,-0.006519259448972395,0.35294117647058826,0.3225806451612903,0.6666666666666666,3893
29,8,21,7,2,19,1,0.875,0.09523809523809523,0.4851190476190476,-0.04367853486341326,0.3103448275862069,0.2692307692307692,0.6666666666666666,3894
36,10,26,7,2,24,3,0.7,0.07692307692307693,0.3884615384615384,-0.28891857920429637,0.25,0.22580645161290322,0.4,3895
26,11,15,10,2,13,1,0.9090909090909091,0.13333333333333333,0.5212121212121212,0.06560418166347888,0.46153846153846156,0.43478260869565216,0.6666666666666666,3896
25,11,14,9,0,14,2,0.8181818181818182,0.0,0.4090909090909091,-0.33267391956523024,0.36,0.391304347826087,0.0,3897
37,8,29,7,2,27,1,0.875,0.06896551724137931,0.47198275862068967,-0.08450828221750586,0.24324324324324326,0.20588235294117646,0.6666666666666666,3898
33,6,27,4,2,25,2,0.6666666666666666,0.07407407407407407,0.37037037037037035,-0.30638167667268595,0.18181818181818182,0.13793103448275862,0.5,3899
29,5,24,5,2,22,0,1.0,0.08333333333333333,0.5416666666666666,0.12422599874998831,0.2413793103448276,0.18518518518518517,1.0,3900
43,9,34,9,4,30,0,1.0,0.11764705882352941,0.5588235294117647,0.1647705109143269,0.3023255813953488,0.23076923076923078,1.0,3901
33,10,23,9,2,21,1,0.9,0.08695652173913043,0.49347826086956526,-0.020851441405707476,0.3333333333333333,0.3,0.6666666666666666,3902
17,8,9,8,0,9,0,1.0,0.0,0.5,,0.47058823529411764,0.47058823529411764,,3903
37,11,26,10,4,22,1,0.9090909090909091,0.15384615384615385,0.5314685314685315,0.08414522910076114,0.3783783783783784,0.3125,0.8,3904
40,11,29,11,2,27,0,1.0,0.06896551724137931,0.5344827586206896,0.14129296641852573,0.325,0.2894736842105263,1.0,3905
17,8,9,7,0,9,1,0.875,0.0,0.4375,-0.26516504294495535,0.4117647058823529,0.4375,0.0,3906
26,10,16,10,0,16,0,1.0,0.0,0.5,,0.38461538461538464,0.38461538461538464,,3907
32,7,25,6,2,23,1,0.8571428571428571,0.08,0.4685714285714285,-0.08914849883204186,0.25,0.20689655172413793,0.6666666666666666,3908
28,8,20,7,0,20,1,0.875,0.0,0.4375,-0.3042903097250923,0.25,0.25925925925925924,0.0,3909
26,9,17,8,4,13,1,0.8888888888888888,0.23529411764705882,0.5620915032679739,0.1499040049715311,0.46153846153846156,0.38095238095238093,0.8,3910
24,10,14,7,0,14,3,0.7,0.0,0.35,-0.4472135954999579,0.2916666666666667,0.3333333333333333,0.0,3911
24,13,11,11,0,11,2,0.8461538461538461,0.0,0.4230769230769231,-0.2773500981126146,0.4583333333333333,0.5,0.0,3912
18,7,11,6,0,11,1,0.8571428571428571,0.0,0.42857142857142855,-0.30403449605253013,0.3333333333333333,0.35294117647058826,0.0,3913
18,8,10,7,0,10,1,0.875,0.0,0.4375,-0.2711630722733202,0.3888888888888889,0.4117647058823529,0.0,3914
37,12,25,12,2,23,0,1.0,0.08,0.54,0.165615734242165,0.3783783783783784,0.34285714285714286,1.0,3915
33,12,21,10,4,17,2,0.8333333333333334,0.19047619047619047,0.5119047619047619,0.02969569354582493,0.42424242424242425,0.37037037037037035,0.6666666666666666,3916
32,6,26,5,2,24,1,0.8333333333333334,0.07692307692307693,0.4551282051282052,-0.12017278061240778,0.21875,0.1724137931034483,0.6666666666666666,3917
25,10,15,9,2,13,1,0.9,0.13333333333333333,0.5166666666666667,0.050251890762960605,0.44,0.4090909090909091,0.6666666666666666,3918
39,11,28,11,4,24,0,1.0,0.14285714285714285,0.5714285714285714,0.21189138534559038,0.38461538461538464,0.3142857142857143,1.0,3919
29,7,22,7,2,20,0,1.0,0.09090909090909091,0.5454545454545454,0.15352206215727945,0.3103448275862069,0.25925925925925924,1.0,3920
32,12,20,11,2,18,1,0.9166666666666666,0.1,0.5083333333333333,0.027681826617913324,0.40625,0.3793103448275862,0.6666666666666666,3921
36,11,25,9,4,21,2,0.8181818181818182,0.16,0.48909090909090913,-0.026967994498529685,0.3611111111111111,0.3,0.6666666666666666,3922
27,10,17,10,2,15,0,1.0,0.11764705882352941,0.5588235294117647,0.21693045781865616,0.4444444444444444,0.4,1.0,3923
21,8,13,6,0,13,2,0.75,0.0,0.375,-0.4135850959342555,0.2857142857142857,0.3157894736842105,0.0,3924
25,10,15,6,0,15,4,0.6,0.0,0.3,-0.5345224838248488,0.24,0.2857142857142857,0.0,3925
25,10,15,8,0,15,2,0.8,0.0,0.4,-0.36115755925730764,0.32,0.34782608695652173,0.0,3926
35,9,26,7,4,22,2,0.7777777777777778,0.15384615384615385,0.4658119658119658,-0.07929347112667368,0.3142857142857143,0.2413793103448276,0.6666666666666666,3927
39,9,30,9,4,26,0,1.0,0.13333333333333333,0.5666666666666667,0.1851640199545103,0.3333333333333333,0.2571428571428571,1.0,3928
33,8,25,7,2,23,1,0.875,0.08,0.4775,-0.0670820393249937,0.2727272727272727,0.23333333333333334,0.6666666666666666,3929
21,11,10,9,0,10,2,0.8181818181818182,0.0,0.4090909090909091,-0.309344112444873,0.42857142857142855,0.47368421052631576,0.0,3930
30,9,21,9,0,21,0,1.0,0.0,0.5,,0.3,0.3,,3931
35,10,25,10,4,21,0,1.0,0.16,0.58,0.2271847336988259,0.4,0.3225806451612903,1.0,3932
34,10,24,10,2,22,0,1.0,0.08333333333333333,0.5416666666666666,0.1613743060919757,0.35294117647058826,0.3125,1.0,3933
26,7,19,5,2,17,2,0.7142857142857143,0.10526315789473684,0.40977443609022557,-0.2218421599939607,0.2692307692307692,0.22727272727272727,0.5,3934
24,6,18,6,2,16,0,1.0,0.1111111111111111,0.5555555555555556,0.17407765595569785,0.3333333333333333,0.2727272727272727,1.0,3935
24,7,17,5,2,15,2,0.7142857142857143,0.11764705882352941,0.41596638655462187,-0.20498001542269695,0.2916666666666667,0.25,0.5,3936
24,9,15,9,0,15,0,1.0,0.0,0.5,,0.375,0.375,,3937
36,8,28,7,4,24,1,0.875,0.14285714285714285,0.5089285714285714,0.021466939537054593,0.3055555555555556,0.22580645161290322,0.8,3938
34,11,23,9,0,23,2,0.8181818181818182,0.0,0.4090909090909091,-0.3614994027406106,0.2647058823529412,0.28125,0.0,3939
30,7,23,6,4,19,1,0.8571428571428571,0.17391304347826086,0.515527950310559,0.03524536884251207,0.3333333333333333,0.24,0.8,3940
47,10,37,9,2,35,1,0.9,0.05405405405405406,0.47702702702702704,-0.07692386441983344,0.23404255319148937,0.20454545454545456,0.6666666666666666,3941
32,9,23,8,4,19,1,0.8888888888888888,0.17391304347826086,0.5314009661835748,0.07776627474173502,0.375,0.2962962962962963,0.8,3942
17,7,10,5,0,10,2,0.7142857142857143,0.0,0.35714285714285715,-0.4364357804719848,0.29411764705882354,0.3333333333333333,0.0,3943
23,8,15,7,2,13,1,0.875,0.13333333333333333,0.5041666666666667,0.011785113019775792,0.391304347826087,0.35,0.6666666666666666,3944
30,10,20,9,2,18,1,0.9,0.1,0.5,0.0,0.36666666666666664,0.3333333333333333,0.6666666666666666,3945
28,11,17,9,2,15,2,0.8181818181818182,0.11764705882352941,0.46791443850267384,-0.08956221510397983,0.39285714285714285,0.375,0.5,3946
33,9,24,8,0,24,1,0.8888888888888888,0.0,0.4444444444444444,-0.28867513459481287,0.24242424242424243,0.25,0.0,3947
19,12,7,12,0,7,0,1.0,0.0,0.5,,0.631578947368421,0.631578947368421,,3948
19,10,9,10,0,9,0,1.0,0.0,0.5,,0.5263157894736842,0.5263157894736842,,3949
31,11,20,10,2,18,1,0.9090909090909091,0.1,0.5045454545454545,0.014712247158412491,0.3870967741935484,0.35714285714285715,0.6666666666666666,3950
32,10,22,10,2,20,0,1.0,0.09090909090909091,0.5454545454545454,0.17407765595569785,0.375,0.3333333333333333,1.0,3951
31,9,22,8,2,20,1,0.8888888888888888,0.09090909090909091,0.4898989898989899,-0.031016140346615692,0.3225806451612903,0.2857142857142857,0.6666666666666666,3952
30,9,21,9,0,21,0,1.0,0.0,0.5,,0.3,0.3,,3953
23,9,14,8,2,12,1,0.8888888888888888,0.14285714285714285,0.5158730158730158,0.046004370622823615,0.43478260869565216,0.4,0.6666666666666666,3954
38,10,28,9,4,24,1,0.9,0.14285714285714285,0.5214285714285715,0.055829052623908255,0.34210526315789475,0.2727272727272727,0.8,3955
22,11,11,10,0,11,1,0.9090909090909091,0.0,0.45454545454545453,-0.2182178902359924,0.45454545454545453,0.47619047619047616,0.0,3956
46,10,36,10,4,32,0,1.0,0.1111111111111111,0.5555555555555556,0.16265001215808886,0.30434782608695654,0.23809523809523808,1.0,3957
26,10,16,10,0,16,0,1.0,0.0,0.5,,0.38461538461538464,0.38461538461538464,,3958
40,10,30,10,4,26,0,1.0,0.13333333333333333,0.5666666666666667,0.19245008972987526,0.35,0.2777777777777778,1.0,3959
34,11,23,8,4,19,3,0.7272727272727273,0.17391304347826086,0.4505928853754941,-0.11432701012699618,0.35294117647058826,0.2962962962962963,0.5714285714285714,3960
18,5,13,5,0,13,0,1.0,0.0,0.5,,0.2777777777777778,0.2777777777777778,,3961
29,10,19,9,2,17,1,0.9,0.10526315789473684,0.5026315789473684,0.00821440096816907,0.3793103448275862,0.34615384615384615,0.6666666666666666,3962
20,10,10,9,0,10,1,0.9,0.0,0.45,-0.22941573387056174,0.45,0.47368421052631576,0.0,3963
22,9,13,7,0,13,2,0.7777777777777778,0.0,0.3888888888888889,-0.38005847503304596,0.3181818181818182,0.35,0.0,3964
47,9,38,7,4,34,2,0.7777777777777778,0.10526315789473684,0.4415204678362573,-0.13790480063068686,0.23404255319148937,0.17073170731707318,0.6666666666666666,3965
17,8,9,7,0,9,1,0.875,0.0,0.4375,-0.26516504294495535,0.4117647058823529,0.4375,0.0,3966
25,6,19,6,2,17,0,1.0,0.10526315789473684,0.5526315789473684,0.16571045299983225,0.32,0.2608695652173913,1.0,3967
32,9,23,8,4,19,1,0.8888888888888888,0.17391304347826086,0.5314009661835748,0.07776627474173502,0.375,0.2962962962962963,0.8,3968
32,9,23,7,2,21,2,0.7777777777777778,0.08695652173913043,0.43236714975845414,-0.18389242812245682,0.28125,0.25,0.5,3969
30,10,20,10,0,20,0,1.0,0.0,0.5,,0.3333333333333333,0.3333333333333333,,3970
32,10,22,9,2,20,1,0.9,0.09090909090909091,0.4954545454545455,-0.014456362470655182,0.34375,0.3103448275862069,0.6666666666666666,3971
20,9,11,8,0,11,1,0.8888888888888888,0.0,0.4444444444444444,-0.25362863675089403,0.4,0.42105263157894735,0.0,3972
27,10,17,10,2,15,0,1.0,0.11764705882352941,0.5588235294117647,0.21693045781865616,0.4444444444444444,0.4,1.0,3973
27,7,20,6,2,18,1,0.8571428571428571,0.1,0.47857142857142854,-0.05976143046671969,0.2962962962962963,0.25,0.6666666666666666,3974
25,7,18,6,4,14,1,0.8571428571428571,0.2222222222222222,0.5396825396825397,0.0890870806374748,0.4,0.3,0.8,3975
37,10,27,10,0,27,0,1.0,0.0,0.5,,0.2702702702702703,0.2702702702702703,,3976
39,8,31,8,2,29,0,1.0,0.06451612903225806,0.532258064516129,0.11810771907149852,0.2564102564102564,0.21621621621621623,1.0,3977
14,9,5,8,0,5,1,0.8888888888888888,0.0,0.4444444444444444,-0.20672455764868078,0.5714285714285714,0.6153846153846154,0.0,3978
31,9,22,9,2,20,0,1.0,0.09090909090909091,0.5454545454545454,0.16796775328675628,0.3548387096774194,0.3103448275862069,1.0,3979
48,11,37,10,6,31,1,0.9090909090909091,0.16216216216216217,0.5356265356265356,0.08485156267030422,0.3333333333333333,0.24390243902439024,0.8571428571428571,3980
32,9,23,8,4,19,1,0.8888888888888888,0.17391304347826086,0.5314009661835748,0.07776627474173502,0.375,0.2962962962962963,0.8,3981
19,10,9,8,0,9,2,0.8,0.0,0.4,-0.32539568672798425,0.42105263157894735,0.47058823529411764,0.0,3982
47,9,38,8,2,36,1,0.8888888888888888,0.05263157894736842,0.4707602339181286,-0.09413041578748417,0.2127659574468085,0.18181818181818182,0.6666666666666666,3983
16,9,7,8,0,7,1,0.8888888888888888,0.0,0.4444444444444444,-0.2277100170213244,0.5,0.5333333333333333,0.0,3984
23,9,14,9,0,14,0,1.0,0.0,0.5,,0.391304347826087,0.391304347826087,,3985
40,10,30,10,8,22,0,1.0,0.26666666666666666,0.6333333333333333,0.28867513459481287,0.45,0.3125,1.0,3986
34,9,25,9,2,23,0,1.0,0.08,0.54,0.15,0.3235294117647059,0.28125,1.0,3987
