n,positives,negatives,tp,tn,fp,fn,sensitivity,specificity,balanced_accuracy,MCC,accuracy,positive_predictive_value,negative_predictive_value,replicate
49,9,40,9,4,36,0,1.0,0.1,0.55,0.1414213562373095,0.2653061224489796,0.2,1.0,214
35,7,28,6,2,26,1,0.8571428571428571,0.07142857142857142,0.46428571428571425,-0.10206207261596574,0.22857142857142856,0.1875,0.6666666666666666,215
20,9,11,8,0,11,1,0.8888888888888888,0.0,0.4444444444444444,-0.25362863675089403,0.4,0.42105263157894735,0.0,216
22,9,13,6,2,11,3,0.6666666666666666,0.15384615384615385,0.41025641025641024,-0.21057989315866538,0.36363636363636365,0.35294117647058826,0.4,217
32,9,23,9,0,23,0,1.0,0.0,0.5,,0.28125,0.28125,,218
33,9,24,8,2,22,1,0.8888888888888888,0.08333333333333333,0.4861111111111111,-0.04303314829119353,0.30303030303030304,0.26666666666666666,0.6666666666666666,219
37,10,27,8,2,25,2,0.8,0.07407407407407407,0.43703703703703706,-0.180098489079723,0.2702702702702703,0.24242424242424243,0.5,220
42,12,30,10,2,28,2,0.8333333333333334,0.06666666666666667,0.45,-0.15389675281277312,0.2857142857142857,0.2631578947368421,0.5,221
46,10,36,9,2,34,1,0.9,0.05555555555555555,0.4777777777777778,-0.07424613951862727,0.2391304347826087,0.20930232558139536,0.6666666666666666,222
33,9,24,8,2,22,1,0.8888888888888888,0.08333333333333333,0.4861111111111111,-0.04303314829119353,0.30303030303030304,0.26666666666666666,0.6666666666666666,223
26,10,16,9,0,16,1,0.9,0.0,0.45,-0.25298221281347033,0.34615384615384615,0.36,0.0,224
26,8,18,7,0,18,1,0.875,0.0,0.4375,-0.3,0.2692307692307692,0.28,0.0,225
28,8,20,6,2,18,2,0.75,0.1,0.425,-0.19364916731037085,0.2857142857142857,0.25,0.5,226
20,6,14,4,0,14,2,0.6666666666666666,0.0,0.3333333333333333,-0.5091750772173156,0.2,0.2222222222222222,0.0,227
34,10,24,8,4,20,2,0.8,0.16666666666666666,0.48333333333333334,-0.03984095364447979,0.35294117647058826,0.2857142857142857,0.6666666666666666,228
34,11,23,10,2,21,1,0.9090909090909091,0.08695652173913043,0.4980237154150198,-0.006519259448972395,0.35294117647058826,0.3225806451612903,0.6666666666666666,229
31,8,23,6,2,21,2,0.75,0.08695652173913043,0.4184782608695652,-0.21281413268968716,0.25806451612903225,0.2222222222222222,0.5,230
27,9,18,9,0,18,0,1.0,0.0,0.5,,0.3333333333333333,0.3333333333333333,,231
21,7,14,7,2,12,0,1.0,0.14285714285714285,0.5714285714285714,0.22941573387056177,0.42857142857142855,0.3684210526315789,1.0,232
20,11,9,8,0,9,3,0.7272727272727273,0.0,0.36363636363636365,-0.3799802978286742,0.4,0.47058823529411764,0.0,233
22,7,15,6,0,15,1,0.8571428571428571,0.0,0.42857142857142855,-0.31943828249996997,0.2727272727272727,0.2857142857142857,0.0,234
32,10,22,8,2,20,2,0.8,0.09090909090909091,0.4454545454545455,-0.15289415743128767,0.3125,0.2857142857142857,0.5,235
44,9,35,7,4,31,2,0.7777777777777778,0.11428571428571428,0.44603174603174606,-0.12686920447123276,0.25,0.18421052631578946,0.6666666666666666,236
42,10,32,10,0,32,0,1.0,0.0,0.5,,0.23809523809523808,0.23809523809523808,,237
31,7,24,5,2,22,2,0.7142857142857143,0.08333333333333333,0.39880952380952384,-0.25241339513951194,0.22580645161290322,0.18518518518518517,0.5,238
37,10,27,10,2,25,0,1.0,0.07407407407407407,0.537037037037037,0.14547859349066158,0.32432432432432434,0.2857142857142857,1.0,239
25,8,17,6,2,15,2,0.75,0.11764705882352941,0.4338235294117647,-0.16840826742715195,0.32,0.2857142857142857,0.5,240
26,8,18,8,0,18,0,1.0,0.0,0.5,,0.3076923076923077,0.3076923076923077,,241
20,7,13,5,0,13,2,0.7142857142857143,0.0,0.35714285714285715,-0.45425676257949793,0.25,0.2777777777777778,0.0,242
27,11,16,8,2,14,3,0.7272727272727273,0.125,0.42613636363636365,-0.1868618617372224,0.37037037037037035,0.36363636363636365,0.4,243
35,9,26,9,4,22,0,1.0,0.15384615384615385,0.5769230769230769,0.21134098610290408,0.37142857142857144,0.2903225806451613,1.0,244
37,10,27,8,4,23,2,0.8,0.14814814814814814,0.4740740740740741,-0.06247261447019436,0.32432432432432434,0.25806451612903225,0.6666666666666666,245
18,9,9,7,0,9,2,0.7777777777777778,0.0,0.3888888888888889,-0.3535533905932738,0.3888888888888889,0.4375,0.0,246
39,10,29,9,4,25,1,0.9,0.13793103448275862,0.5189655172413793,0.04954150840221495,0.3333333333333333,0.2647058823529412,0.8,247
21,11,10,9,2,8,2,0.8181818181818182,0.2,0.5090909090909091,0.023124864503144014,0.5238095238095238,0.5294117647058824,0.5,248
28,9,19,7,2,17,2,0.7777777777777778,0.10526315789473684,0.4415204678362573,-0.15609763526361567,0.32142857142857145,0.2916666666666667,0.5,249
23,6,17,6,2,15,0,1.0,0.11764705882352941,0.5588235294117647,0.18333969940564226,0.34782608695652173,0.2857142857142857,1.0,250
25,8,17,5,0,17,3,0.625,0.0,0.3125,-0.5383054219239551,0.2,0.22727272727272727,0.0,251
28,12,16,10,2,14,2,0.8333333333333334,0.125,0.4791666666666667,-0.05892556509887897,0.42857142857142855,0.4166666666666667,0.5,252
27,8,19,5,2,17,3,0.625,0.10526315789473684,0.3651315789473684,-0.3170777152559948,0.25925925925925924,0.22727272727272727,0.4,253
22,11,11,8,2,9,3,0.7272727272727273,0.18181818181818182,0.4545454545454546,-0.10846522890932808,0.45454545454545453,0.47058823529411764,0.4,254
22,8,14,6,0,14,2,0.75,0.0,0.375,-0.4183300132670378,0.2727272727272727,0.3,0.0,255
35,9,26,9,4,22,0,1.0,0.15384615384615385,0.5769230769230769,0.21134098610290408,0.37142857142857144,0.2903225806451613,1.0,256
24,9,15,7,0,15,2,0.7777777777777778,0.0,0.3888888888888889,-0.3892494720807615,0.2916666666666667,0.3181818181818182,0.0,257
29,10,19,9,2,17,1,0.9,0.10526315789473684,0.5026315789473684,0.00821440096816907,0.3793103448275862,0.34615384615384615,0.6666666666666666,258
21,9,12,8,2,10,1,0.8888888888888888,0.16666666666666666,0.5277777777777778,0.07856742013183861,0.47619047619047616,0.4444444444444444,0.6666666666666666,259
28,8,20,7,2,18,1,0.875,0.1,0.4875,-0.03651483716701107,0.32142857142857145,0.28,0.6666666666666666,260
21,7,14,5,0,14,2,0.7142857142857143,0.0,0.35714285714285715,-0.45883146774112354,0.23809523809523808,0.2631578947368421,0.0,261
25,10,15,10,2,13,0,1.0,0.13333333333333333,0.5666666666666667,0.24077170617153842,0.48,0.43478260869565216,1.0,262
28,11,17,9,0,17,2,0.8181818181818182,0.0,0.4090909090909091,-0.34479141358380555,0.32142857142857145,0.34615384615384615,0.0,263
21,8,13,8,2,11,0,1.0,0.15384615384615385,0.5769230769230769,0.2545139051903111,0.47619047619047616,0.42105263157894735,1.0,264
42,9,33,8,4,29,1,0.8888888888888888,0.12121212121212122,0.505050505050505,0.012798443803844426,0.2857142857142857,0.21621621621621623,0.8,265
22,5,17,4,2,15,1,0.8,0.11764705882352941,0.45882352941176474,-0.1005659937148103,0.2727272727272727,0.21052631578947367,0.6666666666666666,266
20,9,11,8,0,11,1,0.8888888888888888,0.0,0.4444444444444444,-0.25362863675089403,0.4,0.42105263157894735,0.0,267
28,6,22,4,0,22,2,0.6666666666666666,0.0,0.3333333333333333,-0.5310850045437943,0.14285714285714285,0.15384615384615385,0.0,268
34,11,23,11,2,21,0,1.0,0.08695652173913043,0.5434782608695652,0.17289101870203116,0.38235294117647056,0.34375,1.0,269
27,7,20,6,2,18,1,0.8571428571428571,0.1,0.47857142857142854,-0.05976143046671969,0.2962962962962963,0.25,0.6666666666666666,270
19,10,9,10,0,9,0,1.0,0.0,0.5,,0.5263157894736842,0.5263157894736842,,271
27,8,19,6,0,19,2,0.75,0.0,0.375,-0.43588989435406733,0.2222222222222222,0.24,0.0,272
21,9,12,7,2,10,2,0.7777777777777778,0.16666666666666666,0.4722222222222222,-0.0700140042014005,0.42857142857142855,0.4117647058823529,0.5,273
22,6,16,6,2,14,0,1.0,0.125,0.5625,0.19364916731037085,0.36363636363636365,0.3,1.0,274
26,9,17,8,0,17,1,0.8888888888888888,0.0,0.4444444444444444,-0.2748737083745107,0.3076923076923077,0.32,0.0,275
41,8,33,8,4,29,0,1.0,0.12121212121212122,0.5606060606060606,0.1618889317032706,0.2926829268292683,0.21621621621621623,1.0,276
29,7,22,7,0,22,0,1.0,0.0,0.5,,0.2413793103448276,0.2413793103448276,,277
36,12,24,10,2,22,2,0.8333333333333334,0.08333333333333333,0.45833333333333337,-0.125,0.3333333333333333,0.3125,0.5,278
26,6,20,5,2,18,1,0.8333333333333334,0.1,0.4666666666666667,-0.0879173964527716,0.2692307692307692,0.21739130434782608,0.6666666666666666,279
25,11,14,10,2,12,1,0.9090909090909091,0.14285714285714285,0.525974025974026,0.07935196008581541,0.48,0.45454545454545453,0.6666666666666666,280
26,12,14,10,0,14,2,0.8333333333333334,0.0,0.4166666666666667,-0.31180478223116176,0.38461538461538464,0.4166666666666667,0.0,281
30,9,21,7,0,21,2,0.7777777777777778,0.0,0.3888888888888889,-0.408248290463863,0.23333333333333334,0.25,0.0,282
28,10,18,8,4,14,2,0.8,0.2222222222222222,0.5111111111111111,0.025949964805384102,0.42857142857142855,0.36363636363636365,0.6666666666666666,283
16,6,10,5,0,10,1,0.8333333333333334,0.0,0.4166666666666667,-0.3333333333333333,0.3125,0.3333333333333333,0.0,284
28,9,19,6,4,15,3,0.6666666666666666,0.21052631578947367,0.43859649122807015,-0.13245323570650439,0.35714285714285715,0.2857142857142857,0.5714285714285714,285
34,9,25,8,4,21,1,0.8888888888888888,0.16,0.5244444444444444,0.06090001855940932,0.35294117647058826,0.27586206896551724,0.8,286
15,9,6,8,0,6,1,0.8888888888888888,0.0,0.4444444444444444,-0.21821789023599236,0.5333333333333333,0.5714285714285714,0.0,287
33,7,26,6,2,24,1,0.8571428571428571,0.07692307692307693,0.46703296703296704,-0.09376144618769908,0.24242424242424243,0.2,0.6666666666666666,288
41,11,30,10,4,26,1,0.9090909090909091,0.13333333333333333,0.5212121212121212,0.057442695790355276,0.34146341463414637,0.2777777777777778,0.8,289
34,8,26,7,4,22,1,0.875,0.15384615384615385,0.5144230769230769,0.034549007977865906,0.3235294117647059,0.2413793103448276,0.8,290
27,9,18,9,2,16,0,1.0,0.1111111111111111,0.5555555555555556,0.2,0.4074074074074074,0.36,1.0,291
32,10,22,10,4,18,0,1.0,0.18181818181818182,0.5909090909090909,0.2548235957188128,0.4375,0.35714285714285715,1.0,292
24,7,17,4,2,15,3,0.5714285714285714,0.11764705882352941,0.3445378151260504,-0.34798974093577845,0.25,0.21052631578947367,0.4,293
45,11,34,10,2,32,1,0.9090909090909091,0.058823529411764705,0.4839572192513369,-0.0552789992822782,0.26666666666666666,0.23809523809523808,0.6666666666666666,294
37,12,25,12,0,25,0,1.0,0.0,0.5,,0.32432432432432434,0.32432432432432434,,295
23,14,9,11,0,9,3,0.7857142857142857,0.0,0.39285714285714285,-0.3105295017040594,0.4782608695652174,0.55,0.0,296
30,10,20,10,2,18,0,1.0,0.1,0.55,0.18898223650461363,0.4,0.35714285714285715,1.0,297
32,9,23,7,4,19,2,0.7777777777777778,0.17391304347826086,0.4758454106280193,-0.05564838027451482,0.34375,0.2692307692307692,0.6666666666666666,298
37,7,30,7,4,26,0,1.0,0.13333333333333333,0.5666666666666667,0.16817499303650435,0.2972972972972973,0.21212121212121213,1.0,299
41,8,33,7,4,29,1,0.875,0.12121212121212122,0.4981060606060606,-0.004587349021359836,0.2682926829268293,0.19444444444444445,0.8,300
52,9,43,9,6,37,0,1.0,0.13953488372093023,0.5697674418604651,0.16522803435465708,0.28846153846153844,0.1956521739130435,1.0,301
29,7,22,6,2,20,1,0.8571428571428571,0.09090909090909091,0.474025974025974,-0.07299318686018119,0.27586206896551724,0.23076923076923078,0.6666666666666666,302
25,10,15,9,2,13,1,0.9,0.13333333333333333,0.5166666666666667,0.050251890762960605,0.44,0.4090909090909091,0.6666666666666666,303
23,7,16,7,2,14,0,1.0,0.125,0.5625,0.20412414523193148,0.391304347826087,0.3333333333333333,1.0,304
35,10,25,9,2,23,1,0.9,0.08,0.49,-0.032274861218395144,0.3142857142857143,0.28125,0.6666666666666666,305
28,9,19,9,2,17,0,1.0,0.10526315789473684,0.5526315789473684,0.19088542889273333,0.39285714285714285,0.34615384615384615,1.0,306
29,9,20,8,0,20,1,0.8888888888888888,0.0,0.4444444444444444,-0.2817180849095055,0.27586206896551724,0.2857142857142857,0.0,307
48,11,37,9,2,35,2,0.8181818181818182,0.05405405405405406,0.43611793611793614,-0.19428971226996772,0.22916666666666666,0.20454545454545456,0.5,308
36,11,25,11,2,23,0,1.0,0.08,0.54,0.16087993330796874,0.3611111111111111,0.3235294117647059,1.0,309
26,9,17,7,2,15,2,0.7777777777777778,0.11764705882352941,0.4477124183006536,-0.13789005066533844,0.34615384615384615,0.3181818181818182,0.5,310
24,10,14,9,0,14,1,0.9,0.0,0.45,-0.24671758189758447,0.375,0.391304347826087,0.0,311
15,9,6,8,0,6,1,0.8888888888888888,0.0,0.4444444444444444,-0.21821789023599236,0.5333333333333333,0.5714285714285714,0.0,312
26,9,17,9,2,15,0,1.0,0.11764705882352941,0.5588235294117647,0.21004201260420147,0.4230769230769231,0.375,1.0,313
25,9,16,9,0,16,0,1.0,0.0,0.5,,0.36,0.36,,314
33,9,24,7,2,22,2,0.7777777777777778,0.08333333333333333,0.4305555555555556,-0.18952451089472586,0.2727272727272727,0.2413793103448276,0.5,315
31,9,22,7,2,20,2,0.7777777777777778,0.09090909090909091,0.43434343434343436,-0.17779882030348063,0.2903225806451613,0.25925925925925924,0.5,316
20,10,10,10,2,8,0,1.0,0.2,0.6,0.3333333333333333,0.6,0.5555555555555556,1.0,317
31,11,20,9,2,18,2,0.8181818181818182,0.1,0.4590909090909091,-0.11677484162422845,0.3548387096774194,0.3333333333333333,0.5,318
33,12,21,10,2,19,2,0.8333333333333334,0.09523809523809523,0.4642857142857143,-0.10527936095153946,0.36363636363636365,0.3448275862068966,0.5,319
30,10,20,10,2,18,0,1.0,0.1,0.55,0.18898223650461363,0.4,0.35714285714285715,1.0,320
34,10,24,10,0,24,0,1.0,0.0,0.5,,0.29411764705882354,0.29411764705882354,,321
34,10,24,9,2,22,1,0.9,0.08333333333333333,0.4916666666666667,-0.026773977630083295,0.3235294117647059,0.2903225806451613,0.6666666666666666,322
23,8,15,7,0,15,1,0.875,0.0,0.4375,-0.2919371040605711,0.30434782608695654,0.3181818181818182,0.0,323
32,8,24,7,4,20,1,0.875,0.16666666666666666,0.5208333333333334,0.049690399499995326,0.34375,0.25925925925925924,0.8,324
23,8,15,8,0,15,0,1.0,0.0,0.5,,0.34782608695652173,0.34782608695652173,,325
21,8,13,8,2,11,0,1.0,0.15384615384615385,0.5769230769230769,0.2545139051903111,0.47619047619047616,0.42105263157894735,1.0,326
40,8,32,6,6,26,2,0.75,0.1875,0.46875,-0.0625,0.3,0.1875,0.75,327
32,10,22,10,0,22,0,1.0,0.0,0.5,,0.3125,0.3125,,328
25,7,18,6,4,14,1,0.8571428571428571,0.2222222222222222,0.5396825396825397,0.0890870806374748,0.4,0.3,0.8,329
30,8,22,8,4,18,0,1.0,0.18181818181818182,0.5909090909090909,0.23652495839563303,0.4,0.3076923076923077,1.0,330
27,8,19,7,2,17,1,0.875,0.10526315789473684,0.4901315789473684,-0.02867696673382022,0.3333333333333333,0.2916666666666667,0.6666666666666666,331
34,8,26,5,4,22,3,0.625,0.15384615384615385,0.3894230769230769,-0.23200388752304094,0.2647058823529412,0.18518518518518517,0.5714285714285714,332
16,7,9,6,0,9,1,0.8571428571428571,0.0,0.42857142857142855,-0.29277002188455997,0.375,0.4,0.0,333
23,12,11,10,2,9,2,0.8333333333333334,0.18181818181818182,0.5075757575757576,0.01996807659577179,0.5217391304347826,0.5263157894736842,0.5,334
34,12,22,12,4,18,0,1.0,0.18181818181818182,0.5909090909090909,0.26967994498529685,0.47058823529411764,0.4,1.0,335
33,9,24,9,6,18,0,1.0,0.25,0.625,0.28867513459481287,0.45454545454545453,0.3333333333333333,1.0,336
26,9,17,8,2,15,1,0.8888888888888888,0.11764705882352941,0.5032679738562091,0.009732619374563063,0.38461538461538464,0.34782608695652173,0.6666666666666666,337
38,9,29,8,0,29,1,0.8888888888888888,0.0,0.4444444444444444,-0.29510521358845404,0.21052631578947367,0.21621621621621623,0.0,338
44,11,33,10,4,29,1,0.9090909090909091,0.12121212121212122,0.5151515151515151,0.04134491152973615,0.3181818181818182,0.2564102564102564,0.8,339
26,10,16,7,2,14,3,0.7,0.125,0.4125,-0.2160246899469287,0.34615384615384615,0.3333333333333333,0.4,340
20,5,15,5,0,15,0,1.0,0.0,0.5,,0.25,0.25,,341
17,6,11,4,0,11,2,0.6666666666666666,0.0,0.3333333333333333,-0.4944132324730442,0.23529411764705882,0.26666666666666666,0.0,342
26,7,19,7,0,19,0,1.0,0.0,0.5,,0.2692307692307692,0.2692307692307692,,343
27,5,22,5,0,22,0,1.0,0.0,0.5,,0.18518518518518517,0.18518518518518517,,344
33,6,27,5,6,21,1,0.8333333333333334,0.2222222222222222,0.5277777777777778,0.05241424183609591,0.3333333333333333,0.19230769230769232,0.8571428571428571,345
31,9,22,8,2,20,1,0.8888888888888888,0.09090909090909091,0.4898989898989899,-0.031016140346615692,0.3225806451612903,0.2857142857142857,0.6666666666666666,346
21,11,10,9,0,10,2,0.8181818181818182,0.0,0.4090909090909091,-0.309344112444873,0.42857142857142855,0.47368421052631576,0.0,347
25,7,18,7,2,16,0,1.0,0.1111111111111111,0.5555555555555556,0.18389242812245682,0.36,0.30434782608695654,1.0,348
25,5,20,5,2,18,0,1.0,0.1,0.55,0.14744195615489714,0.28,0.21739130434782608,1.0,349
30,6,24,6,4,20,0,1.0,0.16666666666666666,0.5833333333333334,0.19611613513818402,0.3333333333333333,0.23076923076923078,1.0,350
26,8,18,6,0,18,2,0.75,0.0,0.375,-0.4330127018922193,0.23076923076923078,0.25,0.0,351
34,6,28,5,2,26,1,0.8333333333333334,0.07142857142857142,0.4523809523809524,-0.12800409619661848,0.20588235294117646,0.16129032258064516,0.6666666666666666,352
17,9,8,5,0,8,4,0.5555555555555556,0.0,0.2777777777777778,-0.5229763603684907,0.29411764705882354,0.38461538461538464,0.0,353
25,8,17,6,2,15,2,0.75,0.11764705882352941,0.4338235294117647,-0.16840826742715195,0.32,0.2857142857142857,0.5,354
27,9,18,7,2,16,2,0.7777777777777778,0.1111111111111111,0.4444444444444444,-0.14744195615489714,0.3333333333333333,0.30434782608695654,0.5,355
29,7,22,7,2,20,0,1.0,0.09090909090909091,0.5454545454545454,0.15352206215727945,0.3103448275862069,0.25925925925925924,1.0,356
20,11,9,11,0,9,0,1.0,0.0,0.5,,0.55,0.55,,357
35,9,26,9,6,20,0,1.0,0.23076923076923078,0.6153846153846154,0.26761546505252365,0.42857142857142855,0.3103448275862069,1.0,358
41,11,30,10,6,24,1,0.9090909090909091,0.2,0.5545454545454546,0.12845678616916514,0.3902439024390244,0.29411764705882354,0.8571428571428571,359
35,9,26,9,4,22,0,1.0,0.15384615384615385,0.5769230769230769,0.21134098610290408,0.37142857142857144,0.2903225806451613,1.0,360
24,5,19,4,2,17,1,0.8,0.10526315789473684,0.45263157894736844,-0.11633501014942219,0.25,0.19047619047619047,0.6666666666666666,361
36,9,27,8,0,27,1,0.8888888888888888,0.0,0.4444444444444444,-0.29277002188455997,0.2222222222222222,0.22857142857142856,0.0,362
35,8,27,8,0,27,0,1.0,0.0,0.5,,0.22857142857142856,0.22857142857142856,,363
22,11,11,9,2,9,2,0.8181818181818182,0.18181818181818182,0.5,0.0,0.5,0.5,0.5,364
20,9,11,7,0,11,2,0.7777777777777778,0.0,0.3888888888888889,-0.3685138655950444,0.35,0.3888888888888889,0.0,365
30,5,25,5,2,23,0,1.0,0.08,0.54,0.11952286093343936,0.23333333333333334,0.17857142857142858,1.0,366
29,10,19,9,0,19,1,0.9,0.0,0.45,-0.2604940361258638,0.3103448275862069,0.32142857142857145,0.0,367
21,10,11,9,2,9,1,0.9,0.18181818181818182,0.5409090909090909,0.11677484162422845,0.5238095238095238,0.5,0.6666666666666666,368
29,7,22,5,2,20,2,0.7142857142857143,0.09090909090909091,0.4025974025974026,-0.24174688920761409,0.2413793103448276,0.2,0.5,369
42,10,32,10,6,26,0,1.0,0.1875,0.59375,0.22821773229381923,0.38095238095238093,0.2777777777777778,1.0,370
39,10,29,10,4,25,0,1.0,0.13793103448275862,0.5689655172413793,0.19851666679418606,0.358974358974359,0.2857142857142857,1.0,371
12,7,5,6,0,5,1,0.8571428571428571,0.0,0.42857142857142855,-0.2548235957188128,0.5,0.5454545454545454,0.0,372
37,8,29,8,2,27,0,1.0,0.06896551724137931,0.5344827586206896,0.1255529641148689,0.2702702702702703,0.22857142857142856,1.0,373
34,10,24,10,2,22,0,1.0,0.08333333333333333,0.5416666666666666,0.1613743060919757,0.35294117647058826,0.3125,1.0,374
28,11,17,11,2,15,0,1.0,0.11764705882352941,0.5588235294117647,0.22310032643658007,0.4642857142857143,0.4230769230769231,1.0,375
33,11,22,11,4,18,0,1.0,0.18181818181818182,0.5909090909090909,0.2626128657194451,0.45454545454545453,0.3793103448275862,1.0,376
36,9,27,8,4,23,1,0.8888888888888888,0.14814814814814814,0.5185185185185185,0.046373889576016826,0.3333333333333333,0.25806451612903225,0.8,377
27,6,21,5,2,19,1,0.8333333333333334,0.09523809523809523,0.4642857142857143,-0.0944911182523068,0.25925925925925924,0.20833333333333334,0.6666666666666666,378
23,10,13,9,0,13,1,0.9,0.0,0.45,-0.24308621740219885,0.391304347826087,0.4090909090909091,0.0,379
23,9,14,8,0,14,1,0.8888888888888888,0.0,0.4444444444444444,-0.26590801173915524,0.34782608695652173,0.36363636363636365,0.0,380
29,9,20,8,0,20,1,0.8888888888888888,0.0,0.4444444444444444,-0.2817180849095055,0.27586206896551724,0.2857142857142857,0.0,381
24,7,17,6,0,17,1,0.8571428571428571,0.0,0.42857142857142855,-0.32494624495722557,0.25,0.2608695652173913,0.0,382
41,12,29,12,8,21,0,1.0,0.27586206896551724,0.6379310344827587,0.31672303298595833,0.4878048780487805,0.36363636363636365,1.0,383
32,10,22,9,0,22,1,0.9,0.0,0.45,-0.26639771383306554,0.28125,0.2903225806451613,0.0,384
35,10,25,9,6,19,1,0.9,0.24,0.5700000000000001,0.15811388300841897,0.42857142857142855,0.32142857142857145,0.8571428571428571,385
23,9,14,8,2,12,1,0.8888888888888888,0.14285714285714285,0.5158730158730158,0.046004370622823615,0.43478260869565216,0.4,0.6666666666666666,386
25,11,14,10,2,12,1,0.9090909090909091,0.14285714285714285,0.525974025974026,0.07935196008581541,0.48,0.45454545454545453,0.6666666666666666,387
21,6,15,4,2,13,2,0.6666666666666666,0.13333333333333333,0.39999999999999997,-0.23008949665421113,0.2857142857142857,0.23529411764705882,0.5,388
